Date,Institutional Net,Retail Net
2016-11-01,39846,-5842
2016-11-08,45057,-8642
2016-11-15,35310,-4045
2016-11-22,37501,3436
2016-11-29,37908,3660
2016-12-06,36626,1068
2016-12-13,47480,-2352
2016-12-20,38595,6702
2016-12-27,50375,7728
2025-01-07,164648,9574
2025-01-14,165885,9666
2025-01-21,159032,8503
2025-01-28,159815,7170
2025-02-04,169539,8192
2025-02-11,155927,4859
2025-02-18,142768,3630
2025-02-25,135098,6752
2025-03-04,147121,8796
2025-03-11,206567,7175
2025-03-18,152918,510
2025-03-25,151963,4883
2025-04-01,156555,3289
2025-04-08,165983,6905
2025-04-15,159007,4884
2025-04-22,163623,-4152
2025-04-29,158202,-1140
2025-05-06,156814,1341
2025-05-13,154953,1537
