Date,Institutional Net,Retail Net
2018-01-02,29632,1662
2018-01-09,28215,913
2018-01-16,28985,-264
2018-01-23,28754,-222
2018-01-30,26116,-1535
2018-02-06,26247,-926
2018-02-13,25091,-486
2018-02-20,25061,-401
2018-02-27,26264,-694
2018-03-06,26263,-1144
2018-03-13,32183,-1590
2018-03-20,13404,-1151
2018-03-27,13979,-298
2018-04-03,14131,-328
2018-04-10,14286,-666
2018-04-17,14182,-1268
2018-04-24,15452,-867
2018-05-01,17706,587
2018-05-08,20721,2262
2018-05-15,31120,2617
2018-05-22,33379,3054
2018-05-29,31578,3887
2018-06-05,28758,3708
2018-06-12,29863,3385
2018-06-19,28652,4391
2018-06-26,30128,4492
2018-07-03,39154,3938
2018-07-10,39617,4668
2018-07-17,37862,4155
2018-07-24,36921,3846
2018-07-31,37362,4585
2018-08-07,37268,4121
2018-08-14,40405,3893
2018-08-21,39808,4833
2018-08-28,38119,4234
2018-09-04,39490,3925
2018-09-11,40261,4301
2018-09-18,46408,3936
2018-09-25,46088,3691
2018-10-02,45770,4699
2018-10-09,49292,4222
2018-10-16,51354,4789
2018-10-23,49049,4224
2018-10-30,50762,4067
2018-11-06,40854,3526
2018-11-13,38877,3125
2018-11-20,38172,3195
2018-11-27,37811,2732
2018-12-04,38654,1588
2018-12-11,43460,1861
2018-12-18,10855,1976
2018-12-24,10807,2387
2018-12-31,11368,3226
2019-01-08,14909,2915
2019-01-15,16221,1775
2019-01-22,17652,2302
2019-01-29,16793,1490
2019-02-05,14797,1396
2019-02-12,17800,1965
2019-02-19,18040,2118
2019-02-26,17112,1885
2019-03-05,18627,2189
2019-03-12,21352,2555
2019-03-19,18845,1274
2019-03-26,20070,-137
2019-04-02,18310,1669
2019-04-09,18688,1967
2019-04-16,20740,2410
2019-04-23,23767,3508
2019-04-30,30228,3753
2019-05-07,32084,3366
2019-05-14,31187,3224
2019-05-21,32102,3722
2019-05-28,36975,3588
2019-06-04,45284,3028
2019-06-11,39425,3011
2019-06-18,44688,3795
2019-06-25,44217,4527
2019-07-02,43745,2808
2019-07-09,43738,3612
2019-07-16,39186,2573
2019-07-23,38037,3406
2019-07-30,38055,2911
2019-08-06,39233,2936
2019-08-13,39395,3818
2019-08-20,41687,3765
2019-08-27,43537,1680
2019-09-03,46761,1252
2019-09-10,50658,3250
2019-09-17,52584,3363
2019-09-24,55559,2637
2019-10-01,59049,2684
2019-10-08,59416,3205
2019-10-15,60413,2797
2019-10-22,61350,3248
2019-10-29,60866,2641
2019-11-05,60950,2480
2019-11-12,62644,2657
2019-11-19,60724,2821
2019-11-26,60214,2590
2019-12-03,55428,2071
2019-12-10,60761,2069
2019-12-17,28180,2346
2019-12-24,27979,2416
2019-12-31,24851,-135
2020-01-07,23433,1001
2020-01-14,24566,673
2020-01-21,24188,669
2020-01-28,23618,1188
2020-02-04,25093,1289
2020-02-11,29053,1921
2020-02-18,35100,2757
2020-02-25,39246,2732
2020-03-03,42317,3073
2020-03-10,50353,3444
2020-03-17,34712,-671
2020-03-24,30629,4141
2020-03-31,31104,3997
2020-04-07,30338,3796
2020-04-14,30854,3661
2020-04-21,30871,4103
2020-04-28,31411,3742
2020-05-05,32330,4492
2020-05-12,33415,3930
2020-05-19,33401,3860
2020-05-26,33450,2931
2020-06-02,32219,2159
2020-06-09,31546,377
2020-06-16,12869,849
2020-06-23,13177,543
2020-06-30,14531,-38
2020-07-07,15423,582
2020-07-14,16229,-372
2020-07-21,16508,-703
2020-07-28,18759,-1041
2020-08-04,19915,-1371
2020-08-11,19650,-1036
2020-08-18,18048,-1321
2020-08-25,16922,-1088
2020-09-01,18810,-2065
2020-09-08,23938,-1602
2020-09-15,17832,-2106
2020-09-22,18516,-2769
2020-09-29,18823,-1893
2020-10-06,17857,-1794
2020-10-13,17982,-1380
2020-10-20,17398,-1741
2020-10-27,18365,-1966
2020-11-03,18497,-1741
2020-11-10,20370,-2552
2020-11-17,21362,-2512
2020-11-24,22405,-2910
2020-12-01,22539,-3134
2020-12-08,26531,-2889
2020-12-15,18663,-3598
2020-12-21,19599,-3156
2020-12-29,20076,-3421
2021-01-05,20642,-4206
2021-01-12,18626,-3511
2021-01-19,18247,-3741
2021-01-26,18627,-3372
2021-02-02,20184,-2300
2021-02-09,19522,-4128
2021-02-16,17860,-3740
2021-02-23,17787,-3718
2021-03-02,16762,-2571
2021-03-09,18716,-2481
2021-03-16,14563,-2132
2021-03-23,17899,-2567
2021-03-30,17860,-1971
2021-04-06,18178,-1788
2021-04-13,18708,-2153
2021-04-20,18937,-1906
2021-04-27,18250,-1850
2021-05-04,18082,-1977
2021-05-11,19037,-2851
2021-05-18,19531,-3053
2021-05-25,19799,-3122
2021-06-01,21569,-3356
2021-06-08,23841,-3554
2021-06-15,19447,-2392
2021-06-22,20114,-844
2021-06-29,21438,-797
2021-07-06,22344,-1302
2021-07-13,21836,436
2021-07-20,22912,598
2021-07-27,24448,230
2021-08-03,25784,-3
2021-08-10,29395,512
2021-08-17,27548,109
2021-08-24,29225,1469
2021-08-31,30604,231
2021-09-07,38001,-1126
2021-09-14,18113,-2549
2021-09-21,16988,-1119
2021-09-28,15349,-352
2021-10-05,17974,170
2021-10-12,16873,597
2021-10-19,16726,-1158
2021-10-26,18571,-2568
2021-11-02,17932,-2764
2021-11-09,18149,-2257
2021-11-16,16557,-1556
2021-11-23,16689,-921
2021-11-30,19018,1327
2021-12-07,24094,1833
2021-12-14,27684,2313
2021-12-21,30304,2730
2021-12-28,30631,1679
2022-01-04,30885,1490
2022-01-11,31106,1700
2022-01-18,33115,2291
2022-01-25,37368,2508
2022-02-01,39262,2321
2023-01-03,23790,-8087
2023-01-10,23077,-10017
2023-01-17,22254,-9283
2023-01-24,25091,-8176
2023-01-31,29702,-12405
2023-02-07,29442,-11973
2023-02-14,26595,-11048
2023-02-21,25404,-11412
2023-02-28,30466,-21196
2023-03-07,37341,-22322
2023-03-14,21374,-11931
2023-03-21,17022,-6868
2023-03-28,19585,-9835
2023-04-04,24380,-12990
2023-04-11,25134,-11416
2023-04-18,22192,-9825
2023-04-25,24694,-12006
2023-05-02,26738,-15055
2023-05-09,31454,-17227
2023-05-16,25749,-12805
2023-05-23,29746,-15079
2023-05-30,27104,-13894
2023-06-06,28172,-13067
2023-06-13,32784,-14534
2023-06-20,19242,-8890
2023-06-27,22018,-10893
2023-07-03,21925,-11623
2023-07-11,22497,-12828
2023-07-18,28082,-12155
2023-07-25,25692,-12384
2023-08-01,24534,-14864
2023-08-08,26839,-18644
2023-08-15,29066,-21441
2023-08-22,29323,-21096
2023-08-29,30083,-19750
2023-09-05,29006,-16851
2023-09-12,39297,-15584
2023-09-19,18557,-7564
2023-09-26,21414,-10269
2023-10-03,25230,-14597
2023-10-10,28991,-16100
2023-10-17,27893,-15796
